pelicula;date;duracio;director;genre;autor;medi;tendencia;actors
A ciegas;1997;90 min.;Daniel Calparsoro;Drama;Javier Ocaña; Cinemanía ;neutral;Najwa Nimri,Alfredo Villa,Mariví Bilbao,Ramón Barea,Javier Nogueiras,Elena Irureta,Víctor Peñas,Vidal Fernández,Begoña Zelaia
A ciegas;1997;90 min.;Daniel Calparsoro;Drama;Luis Martínez; Diario El País ;negativa;Najwa Nimri,Alfredo Villa,Mariví Bilbao,Ramón Barea,Javier Nogueiras,Elena Irureta,Víctor Peñas,Vidal Fernández,Begoña Zelaia
A cielo abierto;2013;110 min.;Mariana Otero;Documental;Javier Ocaña; Diario El País ;positiva;Documentary
A cielo abierto;1998;115 min.;Marion Hänsel;Intriga;Augusto M. Torres; Diario El País ;negativa;John Lynch,Jonny Phillips,Serge-Henry Valcke,Oscar Petersen,Jody Abrahams,Sylvia Esau
A cielo abierto;1998;115 min.;Marion Hänsel;Intriga;Ángel Retamar; Cinemanía ;neutral;John Lynch,Jonny Phillips,Serge-Henry Valcke,Oscar Petersen,Jody Abrahams,Sylvia Esau
A contrarreloj;2003;114 min.;Carl Franklin;Thriller;Manolo Marinero; Diario El Mundo ;negativa;Denzel Washington,Eva Mendes,Sanaa Lathan,Dean Cain,John Billingsley,Alex Carter,Antoni Corone,Terry Loughlin,Nora Dunn,Arian Ash,Mike Pniewski
A contrarreloj;2003;114 min.;Carl Franklin;Thriller;Javier Ocaña; Diario El País ;negativa;Denzel Washington,Eva Mendes,Sanaa Lathan,Dean Cain,John Billingsley,Alex Carter,Antoni Corone,Terry Loughlin,Nora Dunn,Arian Ash,Mike Pniewski
A contrarreloj;2003;114 min.;Carl Franklin;Thriller;Roger Ebert; Chicago Sun-Times ;positiva;Denzel Washington,Eva Mendes,Sanaa Lathan,Dean Cain,John Billingsley,Alex Carter,Antoni Corone,Terry Loughlin,Nora Dunn,Arian Ash,Mike Pniewski
A cualquier otro lugar;1999;114 min.;Wayne Wang;Drama;María Casanova; Cinemanía ;positiva;Susan Sarandon,Natalie Portman,Bonnie Bedelia,Shawn Hatosy,Hart Bochner,Elisabeth Moss,Thora Birch,Ashley Johnson,John Carroll Lynch,Rachel Wilson,Caroline Aaron,John Diehl,Eileen Ryan,Ray Baker
A cualquier otro lugar;1999;114 min.;Wayne Wang;Drama;Miguel Ángel Palomo; Diario El País ;neutral;Susan Sarandon,Natalie Portman,Bonnie Bedelia,Shawn Hatosy,Hart Bochner,Elisabeth Moss,Thora Birch,Ashley Johnson,John Carroll Lynch,Rachel Wilson,Caroline Aaron,John Diehl,Eileen Ryan,Ray Baker
A cualquier precio;2012;105 min.;Ramin Bahrani;Drama;Luis Martínez; Diario El Mundo ;positiva;Zac Efron,Dennis Quaid,Heather Graham,Clancy Brown,Kim Dickens,Maika Monroe,Sophie Curtis,John Hoogenakker,Laura Atwood
A cualquier precio;2012;105 min.;Ramin Bahrani;Drama;Jordi Costa; Diario El País ;positiva;Zac Efron,Dennis Quaid,Heather Graham,Clancy Brown,Kim Dickens,Maika Monroe,Sophie Curtis,John Hoogenakker,Laura Atwood
A cualquier precio;2012;105 min.;Ramin Bahrani;Drama;Sergi Sánchez; Diario La Razón ;positiva;Zac Efron,Dennis Quaid,Heather Graham,Clancy Brown,Kim Dickens,Maika Monroe,Sophie Curtis,John Hoogenakker,Laura Atwood
A cualquier precio;2012;105 min.;Ramin Bahrani;Drama;Jordi Batlle Caminal; Diario La Vanguardia ;positiva;Zac Efron,Dennis Quaid,Heather Graham,Clancy Brown,Kim Dickens,Maika Monroe,Sophie Curtis,John Hoogenakker,Laura Atwood
A cualquier precio;2012;105 min.;Ramin Bahrani;Drama;Daniel De Partearroyo; Cinemanía ;neutral;Zac Efron,Dennis Quaid,Heather Graham,Clancy Brown,Kim Dickens,Maika Monroe,Sophie Curtis,John Hoogenakker,Laura Atwood
A cualquier precio;2012;105 min.;Ramin Bahrani;Drama;Roger Ebert; Chicago Sun-Times ;positiva;Zac Efron,Dennis Quaid,Heather Graham,Clancy Brown,Kim Dickens,Maika Monroe,Sophie Curtis,John Hoogenakker,Laura Atwood
A cualquier precio;2012;105 min.;Ramin Bahrani;Drama;David Rooney; The Hollywood Reporter ;positiva;Zac Efron,Dennis Quaid,Heather Graham,Clancy Brown,Kim Dickens,Maika Monroe,Sophie Curtis,John Hoogenakker,Laura Atwood
A Dark Song;2016;99 min.;Liam Gavin;Terror;FILMAFFINITY ;unknow;positiva;Catherine Walker,Steve Oram,Mark Huberman,Susan Loughnane
A Dark Song;2016;99 min.;Liam Gavin;Terror;Stephen Dalton; The Hollywood Reporter ;positiva;Catherine Walker,Steve Oram,Mark Huberman,Susan Loughnane
A Dark Song;2016;99 min.;Liam Gavin;Terror;Richard Whittaker; Austin Chronicle ;positiva;Catherine Walker,Steve Oram,Mark Huberman,Susan Loughnane
A Dark Song;2016;99 min.;Liam Gavin;Terror;Tara Brady; Irish Times ;positiva;Catherine Walker,Steve Oram,Mark Huberman,Susan Loughnane
A Dark Song;2016;99 min.;Liam Gavin;Terror;Jeannette Catsoulis; The New York Times ;positiva;Catherine Walker,Steve Oram,Mark Huberman,Susan Loughnane
A Dark Song;2016;99 min.;Liam Gavin;Terror;Robert Abele; Los Angeles Times ;negativa;Catherine Walker,Steve Oram,Mark Huberman,Susan Loughnane
A Dark Song;2016;99 min.;Liam Gavin;Terror;Alan Scherstuhl; Village Voice ;neutral;Catherine Walker,Steve Oram,Mark Huberman,Susan Loughnane
A Dark Song;2016;99 min.;Liam Gavin;Terror;Gonzalo Curbelo; Diario La Diaria ;positiva;Catherine Walker,Steve Oram,Mark Huberman,Susan Loughnane
A Decade (C);2012;2 min.;Oscar Sheikh,;Animación;Pablo González Taboada; Cinemanía ;neutral;Animation
A dos metros bajo tierra (Serie de TV);2001;60 min.;Alan Ball (Creator),;Serie de TV;Carlos Boyero; Diario El País ;positiva;Peter Krause,Michael C. Hall,Rachel Griffiths,Frances Conroy,Lauren Ambrose,Freddy Rodríguez,Mathew St. Patrick,Jeremy Sisto,Justina Machado,James Cromwell,Lili Taylor,Ben Foster,Richard Jenkins,Joanna Cassidy,Rainn Wilson,Eric Balfour,Ed O'Ross,Giancarlo Rodriguez,Peter Macdissi,Tim Maculan,Tina Holmes,Kathy Bates,Peter Facinelli,Ed Begley Jr.,Justin Theroux,Patricia Clarkson,Mena Suvari,Pat Healy
A dos metros bajo tierra (Serie de TV);2001;60 min.;Alan Ball (Creator),;Serie de TV;Virginia Heffernan; The New York Times ;positiva;Peter Krause,Michael C. Hall,Rachel Griffiths,Frances Conroy,Lauren Ambrose,Freddy Rodríguez,Mathew St. Patrick,Jeremy Sisto,Justina Machado,James Cromwell,Lili Taylor,Ben Foster,Richard Jenkins,Joanna Cassidy,Rainn Wilson,Eric Balfour,Ed O'Ross,Giancarlo Rodriguez,Peter Macdissi,Tim Maculan,Tina Holmes,Kathy Bates,Peter Facinelli,Ed Begley Jr.,Justin Theroux,Patricia Clarkson,Mena Suvari,Pat Healy
A dos metros bajo tierra (Serie de TV);2001;60 min.;Alan Ball (Creator),;Serie de TV;Alessandra Stanley; The New York Times ;positiva;Peter Krause,Michael C. Hall,Rachel Griffiths,Frances Conroy,Lauren Ambrose,Freddy Rodríguez,Mathew St. Patrick,Jeremy Sisto,Justina Machado,James Cromwell,Lili Taylor,Ben Foster,Richard Jenkins,Joanna Cassidy,Rainn Wilson,Eric Balfour,Ed O'Ross,Giancarlo Rodriguez,Peter Macdissi,Tim Maculan,Tina Holmes,Kathy Bates,Peter Facinelli,Ed Begley Jr.,Justin Theroux,Patricia Clarkson,Mena Suvari,Pat Healy
A dos metros bajo tierra (Serie de TV);2001;60 min.;Alan Ball (Creator),;Serie de TV;Sid Smith; Chicago Tribune ;positiva;Peter Krause,Michael C. Hall,Rachel Griffiths,Frances Conroy,Lauren Ambrose,Freddy Rodríguez,Mathew St. Patrick,Jeremy Sisto,Justina Machado,James Cromwell,Lili Taylor,Ben Foster,Richard Jenkins,Joanna Cassidy,Rainn Wilson,Eric Balfour,Ed O'Ross,Giancarlo Rodriguez,Peter Macdissi,Tim Maculan,Tina Holmes,Kathy Bates,Peter Facinelli,Ed Begley Jr.,Justin Theroux,Patricia Clarkson,Mena Suvari,Pat Healy
A dos metros bajo tierra (Serie de TV);2001;60 min.;Alan Ball (Creator),;Serie de TV;Tim Goodman; San Francisco Chronicle ;positiva;Peter Krause,Michael C. Hall,Rachel Griffiths,Frances Conroy,Lauren Ambrose,Freddy Rodríguez,Mathew St. Patrick,Jeremy Sisto,Justina Machado,James Cromwell,Lili Taylor,Ben Foster,Richard Jenkins,Joanna Cassidy,Rainn Wilson,Eric Balfour,Ed O'Ross,Giancarlo Rodriguez,Peter Macdissi,Tim Maculan,Tina Holmes,Kathy Bates,Peter Facinelli,Ed Begley Jr.,Justin Theroux,Patricia Clarkson,Mena Suvari,Pat Healy
A dos metros bajo tierra (Serie de TV);2001;60 min.;Alan Ball (Creator),;Serie de TV;Ken Tucker; Entertainment Weekly ;neutral;Peter Krause,Michael C. Hall,Rachel Griffiths,Frances Conroy,Lauren Ambrose,Freddy Rodríguez,Mathew St. Patrick,Jeremy Sisto,Justina Machado,James Cromwell,Lili Taylor,Ben Foster,Richard Jenkins,Joanna Cassidy,Rainn Wilson,Eric Balfour,Ed O'Ross,Giancarlo Rodriguez,Peter Macdissi,Tim Maculan,Tina Holmes,Kathy Bates,Peter Facinelli,Ed Begley Jr.,Justin Theroux,Patricia Clarkson,Mena Suvari,Pat Healy
A Dragon Arrives!;2016;107 min.;Mani Haghighi;Thriller;Deborah Young; The Hollywood Reporter ;positiva;Amir Jadidi,Homayoun Ghanizadeh,Ehsan Goudarzi,Kiana Tajammol,Nader Fallah,Ali Bagheri
A Dragon Arrives!;2016;107 min.;Mani Haghighi;Thriller;Lee Marshall; Screendaily ;positiva;Amir Jadidi,Homayoun Ghanizadeh,Ehsan Goudarzi,Kiana Tajammol,Nader Fallah,Ali Bagheri
A Dragon Arrives!;2016;107 min.;Mani Haghighi;Thriller;Luciano Monteagudo; Diario Página 12 ;positiva;Amir Jadidi,Homayoun Ghanizadeh,Ehsan Goudarzi,Kiana Tajammol,Nader Fallah,Ali Bagheri
A Dying King: The Shah of Iran ;2017;82 min.;Bobak Kalhor;Documental;Gary Goldstein; Los Angeles Times ;positiva;Documentary
A escondidas;2014;92 min.;Mikel Rueda;Drama;Oti Rodríguez Marchante; Diario ABC ;neutral;Germán Alcarazu,Adil Koukouh,Ramón Agirre,Álex Angulo,Elena Irureta,Ana Wagener,Aitor Beltrán
A escondidas;2014;92 min.;Mikel Rueda;Drama;Pere Vall; Fotogramas ;positiva;Germán Alcarazu,Adil Koukouh,Ramón Agirre,Álex Angulo,Elena Irureta,Ana Wagener,Aitor Beltrán
A escondidas;2014;92 min.;Mikel Rueda;Drama;Sergio F. Pinilla; Cinemanía ;negativa;Germán Alcarazu,Adil Koukouh,Ramón Agirre,Álex Angulo,Elena Irureta,Ana Wagener,Aitor Beltrán
A Esmorga;2014;111 min.;Ignacio Vilar;Drama;Javier Ocaña; Diario El País ;neutral;Karra Elejalde,Ledicia Sola,Miguel de Lira,Antonio Durán 'Morris',Sabela Arán,Monti Castiñeiras,Mela Casal,Santi Prego,Alfonso Agra,Patxi Bisquert,Mónica García,Pepo Suevos,Elena Seijo,Covadonga Berdiñas,Yago López,Lois Soaxe,Fina Calleja,Amelia Guede,Melania Cruz
A Esmorga;2014;111 min.;Ignacio Vilar;Drama;Luis Martínez; Diario El Mundo ;positiva;Karra Elejalde,Ledicia Sola,Miguel de Lira,Antonio Durán 'Morris',Sabela Arán,Monti Castiñeiras,Mela Casal,Santi Prego,Alfonso Agra,Patxi Bisquert,Mónica García,Pepo Suevos,Elena Seijo,Covadonga Berdiñas,Yago López,Lois Soaxe,Fina Calleja,Amelia Guede,Melania Cruz
A Esmorga;2014;111 min.;Ignacio Vilar;Drama;Antonio Weinrichter; Diario ABC ;positiva;Karra Elejalde,Ledicia Sola,Miguel de Lira,Antonio Durán 'Morris',Sabela Arán,Monti Castiñeiras,Mela Casal,Santi Prego,Alfonso Agra,Patxi Bisquert,Mónica García,Pepo Suevos,Elena Seijo,Covadonga Berdiñas,Yago López,Lois Soaxe,Fina Calleja,Amelia Guede,Melania Cruz
A Esmorga;2014;111 min.;Ignacio Vilar;Drama;Lluís Bonet Mojica; Diario La Vanguardia ;positiva;Karra Elejalde,Ledicia Sola,Miguel de Lira,Antonio Durán 'Morris',Sabela Arán,Monti Castiñeiras,Mela Casal,Santi Prego,Alfonso Agra,Patxi Bisquert,Mónica García,Pepo Suevos,Elena Seijo,Covadonga Berdiñas,Yago López,Lois Soaxe,Fina Calleja,Amelia Guede,Melania Cruz
A Esmorga;2014;111 min.;Ignacio Vilar;Drama;Pere Vall; Fotogramas ;positiva;Karra Elejalde,Ledicia Sola,Miguel de Lira,Antonio Durán 'Morris',Sabela Arán,Monti Castiñeiras,Mela Casal,Santi Prego,Alfonso Agra,Patxi Bisquert,Mónica García,Pepo Suevos,Elena Seijo,Covadonga Berdiñas,Yago López,Lois Soaxe,Fina Calleja,Amelia Guede,Melania Cruz
A Esmorga;2014;111 min.;Ignacio Vilar;Drama;Carlos Marañón; Cinemanía ;positiva;Karra Elejalde,Ledicia Sola,Miguel de Lira,Antonio Durán 'Morris',Sabela Arán,Monti Castiñeiras,Mela Casal,Santi Prego,Alfonso Agra,Patxi Bisquert,Mónica García,Pepo Suevos,Elena Seijo,Covadonga Berdiñas,Yago López,Lois Soaxe,Fina Calleja,Amelia Guede,Melania Cruz
A Esmorga;2014;111 min.;Ignacio Vilar;Drama;Jonathan Holland; The Hollywood Reporter ;positiva;Karra Elejalde,Ledicia Sola,Miguel de Lira,Antonio Durán 'Morris',Sabela Arán,Monti Castiñeiras,Mela Casal,Santi Prego,Alfonso Agra,Patxi Bisquert,Mónica García,Pepo Suevos,Elena Seijo,Covadonga Berdiñas,Yago López,Lois Soaxe,Fina Calleja,Amelia Guede,Melania Cruz
A Field in England;2013;90 min.;Ben Wheatley;Drama;Matthew Turner; View London ;positiva;Reece Shearsmith,Peter Ferdinando,Michael Smiley,Richard Glover,Ryan Pope,Julian Barratt
A Field in England;2013;90 min.;Ben Wheatley;Drama;Peter Bradshaw; The Guardian ;positiva;Reece Shearsmith,Peter Ferdinando,Michael Smiley,Richard Glover,Ryan Pope,Julian Barratt
A Field in England;2013;90 min.;Ben Wheatley;Drama;Geoffrey Macnab; The Independent ;positiva;Reece Shearsmith,Peter Ferdinando,Michael Smiley,Richard Glover,Ryan Pope,Julian Barratt
A Field in England;2013;90 min.;Ben Wheatley;Drama;Stephen Dalton; The Hollywood Reporter ;positiva;Reece Shearsmith,Peter Ferdinando,Michael Smiley,Richard Glover,Ryan Pope,Julian Barratt
A Field in England;2013;90 min.;Ben Wheatley;Drama;Peter Debruge; Variety ;positiva;Reece Shearsmith,Peter Ferdinando,Michael Smiley,Richard Glover,Ryan Pope,Julian Barratt
A Film with Me in It;2008;89 min.;Ian Fitzgibbon;Comedia;Fernando López; Diario La Nación ;neutral;Dylan Moran,Mark Doherty,Keith Allen,Amy Huberman,Aisling O'Sullivan,David O'Doherty,Eileen Colgan,Neil Jordan,Hugh O'Conor,Jonathan Rhys Meyers
A Film with Me in It;2008;89 min.;Ian Fitzgibbon;Comedia;Horacio Bernades; Diario Página 12 ;neutral;Dylan Moran,Mark Doherty,Keith Allen,Amy Huberman,Aisling O'Sullivan,David O'Doherty,Eileen Colgan,Neil Jordan,Hugh O'Conor,Jonathan Rhys Meyers
A Film with Me in It;2008;89 min.;Ian Fitzgibbon;Comedia;Gustavo Castagna; Diario Tiempo Argentino ;neutral;Dylan Moran,Mark Doherty,Keith Allen,Amy Huberman,Aisling O'Sullivan,David O'Doherty,Eileen Colgan,Neil Jordan,Hugh O'Conor,Jonathan Rhys Meyers
A Film with Me in It;2008;89 min.;Ian Fitzgibbon;Comedia;Isabel Croce; Diario La Prensa ;neutral;Dylan Moran,Mark Doherty,Keith Allen,Amy Huberman,Aisling O'Sullivan,David O'Doherty,Eileen Colgan,Neil Jordan,Hugh O'Conor,Jonathan Rhys Meyers
A Fish Out of Water;2017;90 min.;Lai Kuo-An;Drama;Guy Lodge; Variety ;positiva;Zhen Ren-Shuo,Peggy Tseng,Pai Junto
A Fish Out of Water;2017;90 min.;Lai Kuo-An;Drama;Kyle Kohner; The Playlist ;negativa;Zhen Ren-Shuo,Peggy Tseng,Pai Junto
A flor de piel;1997;83 min.;Carine Adler;Drama;FILMAFFINITY ;unknow;neutral;Samantha Morton,Claire Rushbrook,Rita Tushingham,Christine Tremarco,Stuart Townsend,Matthew Delamere,Mark Womack
A flor de piel;1997;83 min.;Carine Adler;Drama;Javier Ocaña; Cinemanía ;positiva;Samantha Morton,Claire Rushbrook,Rita Tushingham,Christine Tremarco,Stuart Townsend,Matthew Delamere,Mark Womack
A flor de piel;1997;83 min.;Carine Adler;Drama;Ángel Fernández Santos; Diario El País ;positiva;Samantha Morton,Claire Rushbrook,Rita Tushingham,Christine Tremarco,Stuart Townsend,Matthew Delamere,Mark Womack
A flor de piel;1997;83 min.;Carine Adler;Drama;Janet Maslin; The New York Times ;positiva;Samantha Morton,Claire Rushbrook,Rita Tushingham,Christine Tremarco,Stuart Townsend,Matthew Delamere,Mark Womack
A fondo;2015;91 min.;Nicolas Benamou;Comedia;Jordi Costa; Diario El País ;positiva;José García,André Dussollier,Caroline Vigneaux,Josephine Callies,Stylane Lecaille,Charlotte Gabris,Vincent Desagnat,Florence Foresti,Jérôme Commandeur,Vladimir Houbart
A fondo;2015;91 min.;Nicolas Benamou;Comedia;Antonio Weinrichter; Diario ABC ;negativa;José García,André Dussollier,Caroline Vigneaux,Josephine Callies,Stylane Lecaille,Charlotte Gabris,Vincent Desagnat,Florence Foresti,Jérôme Commandeur,Vladimir Houbart
A fondo;2015;91 min.;Nicolas Benamou;Comedia;Nando Salvá; Diario El Periódico ;negativa;José García,André Dussollier,Caroline Vigneaux,Josephine Callies,Stylane Lecaille,Charlotte Gabris,Vincent Desagnat,Florence Foresti,Jérôme Commandeur,Vladimir Houbart
A fondo;2015;91 min.;Nicolas Benamou;Comedia;Fausto Fernández; Fotogramas ;positiva;José García,André Dussollier,Caroline Vigneaux,Josephine Callies,Stylane Lecaille,Charlotte Gabris,Vincent Desagnat,Florence Foresti,Jérôme Commandeur,Vladimir Houbart
A fondo;2015;91 min.;Nicolas Benamou;Comedia;Mabel Salinas; Cine Premiere ;negativa;José García,André Dussollier,Caroline Vigneaux,Josephine Callies,Stylane Lecaille,Charlotte Gabris,Vincent Desagnat,Florence Foresti,Jérôme Commandeur,Vladimir Houbart
A galope;2012;110 min.;Louis-Do de Lencquesaing;Comedia;Miguel Frías; Diario Clarín ;neutral;Louis-Do de Lencquesaing,Marthe Keller,Valentina Cervi,Alice de Lencquesaing,Bernard Verley,Xavier Beauvois,Laurent Capelluto,Ralph Amoussou,Emola Romo-Renoir,Denis Podalydès,André Marcon,George Aguilar,Jeanne La Fonta
A galope;2012;110 min.;Louis-Do de Lencquesaing;Comedia;Luciano Monteagudo; Diario Página 12 ;neutral;Louis-Do de Lencquesaing,Marthe Keller,Valentina Cervi,Alice de Lencquesaing,Bernard Verley,Xavier Beauvois,Laurent Capelluto,Ralph Amoussou,Emola Romo-Renoir,Denis Podalydès,André Marcon,George Aguilar,Jeanne La Fonta
A galope;2012;110 min.;Louis-Do de Lencquesaing;Comedia;Andrés Nazarala R.; Diario La Segunda ;positiva;Louis-Do de Lencquesaing,Marthe Keller,Valentina Cervi,Alice de Lencquesaing,Bernard Verley,Xavier Beauvois,Laurent Capelluto,Ralph Amoussou,Emola Romo-Renoir,Denis Podalydès,André Marcon,George Aguilar,Jeanne La Fonta
pelicula;date;duracio;director;genre;autor;medi;tendencia;actors
pelicula;date;duracio;director;genre;autor;medi;tendencia;actors
B;2015;78 min.;David Ilundain;Drama;Jordi Costa; Diario El País ;neutral;Pedro Casablanc,Manolo Solo,Pedro Civera,Eduardo Recabarren,Patxi Freytez,Celia Castro,Enric Benavent,Ramón Ibarra,Carlos Olalla,Sara Illán,Joaquín Climent
B;2015;78 min.;David Ilundain;Drama;Alberto Bermejo; Diario El Mundo ;positiva;Pedro Casablanc,Manolo Solo,Pedro Civera,Eduardo Recabarren,Patxi Freytez,Celia Castro,Enric Benavent,Ramón Ibarra,Carlos Olalla,Sara Illán,Joaquín Climent
B;2015;78 min.;David Ilundain;Drama;Fausto Fernández; Fotogramas ;positiva;Pedro Casablanc,Manolo Solo,Pedro Civera,Eduardo Recabarren,Patxi Freytez,Celia Castro,Enric Benavent,Ramón Ibarra,Carlos Olalla,Sara Illán,Joaquín Climent
B;2015;78 min.;David Ilundain;Drama;Javier Cortijo; Cinemanía ;positiva;Pedro Casablanc,Manolo Solo,Pedro Civera,Eduardo Recabarren,Patxi Freytez,Celia Castro,Enric Benavent,Ramón Ibarra,Carlos Olalla,Sara Illán,Joaquín Climent
B. Monkey;1998;91 min.;Michael Radford;Thriller;Javier Ocaña; Cinemanía ;negativa;Asia Argento,Rupert Everett,Jared Harris,Jonathan Rhys Meyers,Juliet Wallace,Ian Hart,Tim Woodward
B. Monkey;1998;91 min.;Michael Radford;Thriller;Augusto M. Torres; Diario El País ;neutral;Asia Argento,Rupert Everett,Jared Harris,Jonathan Rhys Meyers,Juliet Wallace,Ian Hart,Tim Woodward
Baahubali 2: La conclusión;2017;167 min.;S.S. Rajamouli;Acción;Mike McCahill; The Guardian ;positiva;Prabhas,Rana Daggubati,Anushka Shetty,Tamannaah Bhatia,Satyaraj,Ramya Krishnan,Nasser,Subbaraju,Meka Rama Krishna
Baahubali 2: La conclusión;2017;167 min.;S.S. Rajamouli;Acción;Simon Abrams; rogerebert.com ;positiva;Prabhas,Rana Daggubati,Anushka Shetty,Tamannaah Bhatia,Satyaraj,Ramya Krishnan,Nasser,Subbaraju,Meka Rama Krishna
Baarìa;2009;150 min.;Giuseppe Tornatore;Comedia;Carlos Boyero; Diario El País ;negativa;Francesco Scianna,Margareth Madè,Lina Sastri,Nicole Grimaudo,Salvatore Ficarra,Valentino Picone,Ángela Molina,Gaetano Aronica,Alfio Sorbello,Lollo Franco,Giovanni Gambino,Giuseppe Garufì,Aldo,Raoul Bova,Paolo Briguglia,Luigi Maria Burruano,Laura Chiatti,Giorgio Faletti,Beppe Fiorello,Donatella Finocchiaro,Corrado Fortuna,Nino Frassica,Leo Gullotta,Luigi Lo Cascio,Enrico Lo Verso,Marcello Mazzarella,Vincenzo Salemme,Monica Bellucci,Michele Placido
Baarìa;2009;150 min.;Giuseppe Tornatore;Comedia;Sergi Sánchez; Diario La Razón ;negativa;Francesco Scianna,Margareth Madè,Lina Sastri,Nicole Grimaudo,Salvatore Ficarra,Valentino Picone,Ángela Molina,Gaetano Aronica,Alfio Sorbello,Lollo Franco,Giovanni Gambino,Giuseppe Garufì,Aldo,Raoul Bova,Paolo Briguglia,Luigi Maria Burruano,Laura Chiatti,Giorgio Faletti,Beppe Fiorello,Donatella Finocchiaro,Corrado Fortuna,Nino Frassica,Leo Gullotta,Luigi Lo Cascio,Enrico Lo Verso,Marcello Mazzarella,Vincenzo Salemme,Monica Bellucci,Michele Placido
Baarìa;2009;150 min.;Giuseppe Tornatore;Comedia;Nando Salvá; Cinemanía ;negativa;Francesco Scianna,Margareth Madè,Lina Sastri,Nicole Grimaudo,Salvatore Ficarra,Valentino Picone,Ángela Molina,Gaetano Aronica,Alfio Sorbello,Lollo Franco,Giovanni Gambino,Giuseppe Garufì,Aldo,Raoul Bova,Paolo Briguglia,Luigi Maria Burruano,Laura Chiatti,Giorgio Faletti,Beppe Fiorello,Donatella Finocchiaro,Corrado Fortuna,Nino Frassica,Leo Gullotta,Luigi Lo Cascio,Enrico Lo Verso,Marcello Mazzarella,Vincenzo Salemme,Monica Bellucci,Michele Placido
Baarìa;2009;150 min.;Giuseppe Tornatore;Comedia;Javier Ocaña; Diario El País ;negativa;Francesco Scianna,Margareth Madè,Lina Sastri,Nicole Grimaudo,Salvatore Ficarra,Valentino Picone,Ángela Molina,Gaetano Aronica,Alfio Sorbello,Lollo Franco,Giovanni Gambino,Giuseppe Garufì,Aldo,Raoul Bova,Paolo Briguglia,Luigi Maria Burruano,Laura Chiatti,Giorgio Faletti,Beppe Fiorello,Donatella Finocchiaro,Corrado Fortuna,Nino Frassica,Leo Gullotta,Luigi Lo Cascio,Enrico Lo Verso,Marcello Mazzarella,Vincenzo Salemme,Monica Bellucci,Michele Placido
Baarìa;2009;150 min.;Giuseppe Tornatore;Comedia;Fausto Fernández; Fotogramas ;positiva;Francesco Scianna,Margareth Madè,Lina Sastri,Nicole Grimaudo,Salvatore Ficarra,Valentino Picone,Ángela Molina,Gaetano Aronica,Alfio Sorbello,Lollo Franco,Giovanni Gambino,Giuseppe Garufì,Aldo,Raoul Bova,Paolo Briguglia,Luigi Maria Burruano,Laura Chiatti,Giorgio Faletti,Beppe Fiorello,Donatella Finocchiaro,Corrado Fortuna,Nino Frassica,Leo Gullotta,Luigi Lo Cascio,Enrico Lo Verso,Marcello Mazzarella,Vincenzo Salemme,Monica Bellucci,Michele Placido
Baarìa;2009;150 min.;Giuseppe Tornatore;Comedia;Quim Casas; Diario El Periódico ;negativa;Francesco Scianna,Margareth Madè,Lina Sastri,Nicole Grimaudo,Salvatore Ficarra,Valentino Picone,Ángela Molina,Gaetano Aronica,Alfio Sorbello,Lollo Franco,Giovanni Gambino,Giuseppe Garufì,Aldo,Raoul Bova,Paolo Briguglia,Luigi Maria Burruano,Laura Chiatti,Giorgio Faletti,Beppe Fiorello,Donatella Finocchiaro,Corrado Fortuna,Nino Frassica,Leo Gullotta,Luigi Lo Cascio,Enrico Lo Verso,Marcello Mazzarella,Vincenzo Salemme,Monica Bellucci,Michele Placido
Baarìa;2009;150 min.;Giuseppe Tornatore;Comedia;Adolfo C. Martínez; Diario La Nación ;positiva;Francesco Scianna,Margareth Madè,Lina Sastri,Nicole Grimaudo,Salvatore Ficarra,Valentino Picone,Ángela Molina,Gaetano Aronica,Alfio Sorbello,Lollo Franco,Giovanni Gambino,Giuseppe Garufì,Aldo,Raoul Bova,Paolo Briguglia,Luigi Maria Burruano,Laura Chiatti,Giorgio Faletti,Beppe Fiorello,Donatella Finocchiaro,Corrado Fortuna,Nino Frassica,Leo Gullotta,Luigi Lo Cascio,Enrico Lo Verso,Marcello Mazzarella,Vincenzo Salemme,Monica Bellucci,Michele Placido
